Part #,Description,Product Group,Net Weight
95340,SIL-POXY 1/2-OZ TUBE (0.03# 0.01KGS),SILICONES-PLATINUM,0.03
95342,SIL-POXY 1/2-OZ TUBES CS:12 (0.36# 0.12KGS),SILICONES-PLATINUM,0.36
95310A,SIL-POXY 3-OZ TUBE (0.19# 0.09KGS),SILICONES-PLATINUM,0.19
95312,SIL-POXY 3-OZ TUBES CS:70 (13.3# 6.30KGS),SILICONES-PLATINUM,13.3
95302,SIL-POXY FOIL POUCH 10 GRAMS 12 PACK(0.26# 0.12KGS),SILICONES-PLATINUM,0.264
95300A,SIL-POXY FOIL POUCH TEAR TAB 10 GRAMS,SILICONES-PLATINUM,0.02202
119460,SILC PIG  CYAN 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
93770A,SILC PIG  LIGHT FLESH TONE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
93710,SILC PIG 4 PACK FOR WOUND KIT (0.09# 0.04KGS),MISCELLANEOUS,0.09
93114,SILC PIG 9 PACK COLOR SAMPLER CS:6 (1.26# 0.54KGS),MISCELLANEOUS,1.26
101275,SILC PIG 9 PACK COLOR SAMPLER FLYER (7107) *PI,SALES AND MARKETING MATERIAL,0.01
93111,SILC PIG 9 PACK COLOR SAMPLER TUBE(0.2#  0.09KGS),MISCELLANEOUS,0.21
93111X,SILC PIG 9 PACK COLOR SAMPLER TUBE(0.2#  0.09KGS),MISCELLANEOUS,0.21
117860,SILC PIG BD 5913 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
117870,SILC PIG BD 5913 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
121360X,SILC PIG BD CHERRY BLOSSOM 1-GAL (8#3.63KGS),MISCELLANEOUS,8
121360,SILC PIG BD CHERRY BLOSSOM 1-GAL (8#3.63KGS),MISCELLANEOUS,8
121340,SILC PIG BD CHERRY BLOSSOM 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
121260,SILC PIG BD NIGHTFALL 1-GAL (8.0# 3.63KGS),MISCELLANEOUS,8
121240,SILC PIG BD NIGHTFALL 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
118460,SILC PIG BD RED STONE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
118420,SILC PIG BD RED STONE 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
117420,SILC PIG BD-5913 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
93160A,SILC PIG BLACK 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
93120A,SILC PIG BLACK 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93122,SILC PIG BLACK 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
93170A,SILC PIG BLACK 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
91760A,SILC PIG BLOOD 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
91720A,SILC PIG BLOOD 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
91722,SILC PIG BLOOD 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
91770A,SILC PIG BLOOD 5-GAL (40#18.14JGS),MISCELLANEOUS,40
93660A,SILC PIG BLUE 1-GAL(8# 3.63KGS),MISCELLANEOUS,8
93620A,SILC PIG BLUE 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93622,SILC PIG BLUE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
93670A,SILC PIG BLUE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
93860A,SILC PIG BROWN 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
93820A,SILC PIG BROWN 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93822,SILC PIG BROWN 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
93870A,SILC PIG BROWN 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
101338,SILC PIG COLOR SAMPLER 9-PACK INSERTS  (7138) *PBV,MISCELLANEOUS,0.02
119440,SILC PIG CYAN 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
119442,SILC PIG CYAN 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
119470,SILC PIG CYAN 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
125660,SILC PIG DARK FLESH TONE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
125620,SILC PIG DARK FLESH TONE 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
125622,SILC PIG DARK FLESH TONE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
125670,SILC PIG DARK FLESH TONE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
101606,SILC PIG ELECTRIC & FLESH FLYER *PI,SALES AND MARKETING MATERIAL,0.01
113860A,SILC PIG ELECTRIC BLUE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
113840A,SILC PIG ELECTRIC BLUE 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
113842,SILC PIG ELECTRIC BLUE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
113870A,SILC PIG ELECTRIC BLUE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
113760A,SILC PIG ELECTRIC GREEN 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
113740A,SILC PIG ELECTRIC GREEN 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
113742,SILC PIG ELECTRIC GREEN 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
113770A,SILC PIG ELECTRIC GREEN 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
115560A,SILC PIG ELECTRIC ORANGE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
115540A,SILC PIG ELECTRIC ORANGE 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
115542,SILC PIG ELECTRIC ORANGE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
115570A,SILC PIG ELECTRIC ORANGE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
113660A,SILC PIG ELECTRIC PINK 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
113640A,SILC PIG ELECTRIC PINK 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
113642,SILC PIG ELECTRIC PINK 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
113670A,SILC PIG ELECTRIC PINK 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
113960A,SILC PIG ELECTRIC PURPLE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
113940A,SILC PIG ELECTRIC PURPLE 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
113942,SILC PIG ELECTRIC PURPLE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
113970A,SILC PIG ELECTRIC PURPLE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
115660A,SILC PIG ELECTRIC YELLOW 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
115640A,SILC PIG ELECTRIC YELLOW 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
115642,SILC PIG ELECTRIC YELLOW 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
115670A,SILC PIG ELECTRIC YELLOW 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
93560A,SILC PIG GREEN 1-GAL(8# 3.63KGS),MISCELLANEOUS,8
93520A,SILC PIG GREEN 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93522,SILC PIG GREEN 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
93570A,SILC PIG GREEN 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
93760A,SILC PIG LIGHT FLESH TONE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
93700A,SILC PIG LIGHT FLESH TONE 10GR (0.022# 0.009KGS),MISCELLANEOUS,0.02222
93704,SILC PIG LIGHT FLESH TONE 10GR CS:75 (1.66# 0.75KGS),MISCELLANEOUS,1.66
93720A,SILC PIG LIGHT FLESH TONE 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93722,SILC PIG LIGHT FLESH TONE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
125760,SILC PIG MEDIUM FLESH TONE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
125720,SILC PIG MEDIUM FLESH TONE 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
125722,SILC PIG MEDIUM FLESH TONE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
125770,SILC PIG MEDIUM FLESH TONE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
118560,SILC PIG PURPLE 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
118520,SILC PIG PURPLE 4-OZ (0.25# 0.11KGS),MISCELLANEOUS,0.25
118522,SILC PIG PURPLE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
118570,SILC PIG PURPLE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
93360A,SILC PIG RED 1-GAL(8# 3.63KGS),MISCELLANEOUS,8
93300A,SILC PIG RED 10GR (0.022# 0.009KGS),MISCELLANEOUS,0.02222
93304,SILC PIG RED 10GR CS:75 (1.66# 0.75KGS),MISCELLANEOUS,1.66
93320A,SILC PIG RED 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93322,SILC PIG RED 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
93370A,SILC PIG RED 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
93260A,SILC PIG WHITE 1-GAL(8# 3.63KGS),MISCELLANEOUS,8
93200A,SILC PIG WHITE 10GR (0.022# 0.009KGS),MISCELLANEOUS,0.02222
93204,SILC PIG WHITE 10GR CS:75 (1.66# 0.75KGS),MISCELLANEOUS,1.66
93220A,SILC PIG WHITE 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93222,SILC PIG WHITE 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
93270A,SILC PIG WHITE 5-GAL (40# 18.14KGS),MISCELLANEOUS,40
93460A,SILC PIG YELLOW 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
93400A,SILC PIG YELLOW 10GR (0.022# 0.009KGS),MISCELLANEOUS,0.02222
93404,SILC PIG YELLOW 10GR CS:75 (1.66# 0.75KGS),MISCELLANEOUS,1.66
93420A,SILC PIG YELLOW 4-OZ (0.25# 113.40GMS),MISCELLANEOUS,0.25
93422,SILC PIG YELLOW 4-OZ BAG:6 (1.50# 0.66KGS),MISCELLANEOUS,1.5
93470A,SILC PIG YELLOW 5-GAL (35# 15.88KGS),MISCELLANEOUS,35
116980B,SILCIONE ADHESIVE 4905 55-GAL PART-B (440# 199.58KGS),SILICONES-PLATINUM,440
102100,SILCON III MACHINE,MISCELLANEOUS,0
101392,SILCON III MACHINE FLYER *PI,SALES AND MARKETING MATERIAL,0.01
33460A,SILICONE 1010 1-GAL PART-A (8# 3.63KGS),SILICONES-PLATINUM,8
33460B,SILICONE 1010 1-GAL PART-B (8# 3.63KGS),SILICONES-PLATINUM,8
33461,SILICONE 1010 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
28860A,SILICONE 10231 1-GAL PART-A (8# 3.63 KGS),SILICONES-PLATINUM,8
28860B,SILICONE 10231 1-GAL PART-B (8# 3.63KGS),SILICONES-PLATINUM,8
28861,SILICONE 10231 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
13441,SILICONE 103-20 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
16660A,SILICONE 103-44 1-GAL PART-A (8# 3.63KGS),SILICONES-PLATINUM,8
16660B,SILICONE 103-44 1-GAL PART-B (8# 3.63KGS),SILICONES-PLATINUM,8
16661,SILICONE 103-44 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
77960,SILICONE 108-45 1-GAL UNIT (8.8#  3.99KGS),SILICONES-PLATINUM,8.8
78840A,SILICONE 108-58 PINT PART-A (1# 0.445KGS),SILICONES-PLATINUM,1
78840B,SILICONE 108-58 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
78841,SILICONE 108-58 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
102880A,SILICONE 108-99 55-GAL PART-A (440# 199.58KGS),SILICONES-PLATINUM,440
102880B,SILICONE 108-99 55-GAL PART-B (440# 199.58KGS),SILICONES-PLATINUM,440
101501,SILICONE 108-99 CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0
102881,SILICONE 108-99 DRUM UNIT (880# 399.16KGS),SILICONES-PLATINUM,880
102840B,SILICONE 108-99 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
102841,SILICONE 108-99 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
100080A,SILICONE 1088 55-GAL PART-A (440# 199.58KGS),SILICONES-PLATINUM,440
100080B,SILICONE 1088 55-GAL PART-B (440# 199.58KGS),SILICONES-PLATINUM,440
100081,SILICONE 1088 DRUM UNIT (880# 399.16KGS),SILICONES-PLATINUM,880
100040A,SILICONE 1088 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
100040B,SILICONE 1088 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
100041,SILICONE 1088 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
79960A,SILICONE 1091 1-GAL PART-A (11# 4.99KGS),SILICONES-TIN,11
79961,SILICONE 1091 1-GAL UNIT (11.55# 5.24KGS),SILICONES-TIN,11.55
79960B,SILICONE 1091 PINT PART-B (0.55# 0.25KGS),SILICONES-TIN,0.55
58970B,SILICONE 1515 1/2-GAL PART-B (4.5# 2.04KGS),SILICONES-TIN,4.5
58970A,SILICONE 1515 5-GAL PART-A (45# 20.41KGS),SILICONES-TIN,45
58971,SILICONE 1515 5-GAL UNIT (49.5# 22.45KGS),SILICONES-TIN,49.5
79860A,SILICONE 1601 1-GAL PART-A (8# 3.63KGS),SILICONES-PLATINUM,8
79860B,SILICONE 1601 1-GAL PART-B (8# 3.63KGS),SILICONES-PLATINUM,8
79861,SILICONE 1601 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
100340B,SILICONE 1708 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
100341,SILICONE 1708 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
118760A,SILICONE 1914 1-GAL PART-A (8#  3.63KGS),SILICONES-PLATINUM,8
118760B,SILICONE 1914 1-GAL PART-B (8# 3.63KGS),SILICONES-PLATINUM,8
118761,SILICONE 1914 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
118741,SILICONE 1914 PINT UNIT (2# 0.91KGS),SILICONES-PLATINUM,2
119960A,SILICONE 1923 1-GAL PART-A (8# 3.63KGS),SILICONES-PLATINUM,8
119960B,SILICONE 1923 1-GAL PART-B (8# 3.63KGS),SILICONES-PLATINUM,8
119961,SILICONE 1923 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
76460A,SILICONE 3030 1-GAL PART-A (8# 3.63KGS),SILICONES-TIN,8
76461,SILICONE 3030 1-GAL UNIT (8.80# 3.99KGS),SILICONES-TIN,8.8
76470B,SILICONE 3030 1/2-GAL PART-B (4.5# 2.04KGS),SILICONES-TIN,4.5
76470A,SILICONE 3030 5-GAL PART-A (45# 20.41KGS),SILICONES-TIN,45
76471,SILICONE 3030 5-GAL UNIT (49.5# 22.45KGS),SILICONES-TIN,49.5
76480A,SILICONE 3030 55-GAL PART-A (500# 226.80KGS),SILICONES-TIN,500
76480B,SILICONE 3030 6.5-GAL PART-B (50# 22.68KGS),SILICONES-TIN,50
76481,SILICONE 3030 DRUM UNIT (550# 249.48KGS),SILICONES-TIN,550
76460B,SILICONE 3030 PINT PART-B (0.80# 0.36KGS),SILICONES-TIN,0.8
120483A,SILICONE 4021 1-GAL PART-A (8# 3.63KG),SILICONES-PLATINUM,8
120483B,SILICONE 4021 1-GAL PART-B (8# 3.63KG),SILICONES-PLATINUM,8
120483,SILICONE 4021 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
112440A,SILICONE 4804 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
112440B,SILICONE 4804 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
112441,SILICONE 4804 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
116140A,SILICONE 4826 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
116140B,SILICONE 4826 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
116141,SILICONE 4826 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
116240A,SILICONE 4827 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
116240B,SILICONE 4827 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
116241,SILICONE 4827 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
116340A,SILICONE 4831 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
116340B,SILICONE 4831 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
116341,SILICONE 4831 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
119040A,SILICONE 4919 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
119040B,SILICONE 4919 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
119041,SILICONE 4919 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
120560A,SILICONE 4925 1-GAL PART-A (11# 499KGS),SILICONES-TIN,11
120561,SILICONE 4925 1-GAL UNIT (11.55# 5.24KGS),SILICONES-TIN,11.55
120560B,SILICONE 4925 PINT PART-B (0.55# 0.25KGS),SILICONES-TIN,0.55
56760A,SILICONE 5050 1-GAL PART-A (8.5# 3.86KGS),SILICONES-PLATINUM,8.5
56760B,SILICONE 5050 1-GAL PART-B (8.5# 3.86KGS),SILICONES-PLATINUM,8.5
56761,SILICONE 5050 1-GAL UNIT (17# 7.72KGS),SILICONES-PLATINUM,17
108040A,SILICONE 5723 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
108040B,SILICONE 5723 PINT PART-B (1# 0.45KGS),EPOXIES AND EPOXY ADHESIVES,1
108041,SILICONE 5723 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
105640A,SILICONE 7508 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
105640B,SILICONE 7508 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
105641,SILICONE 7508 PINT UNIT (2# 0.90 KGS),SILICONES-PLATINUM,2
88480A,SILICONE 85-262 55-GAL PART-A(440# 199.58KGS),SILICONES-PLATINUM,440
88480B,SILICONE 85-262 55-GAL PART-B(440# 199.58KGS),SILICONES-PLATINUM,440
88481,SILICONE 85-262 DRUM UNIT (880# 399.16KGS),SILICONES-PLATINUM,880
54260B,SILICONE 86-38 SLOW 1-GAL PART-B (9# 4..08KGS),SILICONES-PLATINUM,9
27670A,SILICONE 93-151 5-GAL PART-A (40# 18.14KGS),SILICONES-PLATINUM,40
29471,SILICONE 99-255 5-GAL UNIT (80# 36.28KGS),SILICONES-PLATINUM,80
116921,SILICONE ADHESIVE 4905 400 ML CART (1# 0.46KGS),SILICONES-PLATINUM,1
116970A,SILICONE ADHESIVE 4905 5-GAL PART-A (40# 18.14KGS),SILICONES-PLATINUM,40
116970B,SILICONE ADHESIVE 4905 5-GAL PART-B (40# 18.14KGS),SILICONES-PLATINUM,40
116971,SILICONE ADHESIVE 4905 5-GAL UNIT (80# 36.28KGS),SILICONES-PLATINUM,80
116980A,SILICONE ADHESIVE 4905 55-GAL PART-A (440# 199.58KGS),SILICONES-PLATINUM,440
116920A,SILICONE ADHESIVE 4905 CART PART-A (0.5# 0.23KGS),SILICONES-PLATINUM,0.5
116920B,SILICONE ADHESIVE 4905 CART PART-B (0.5# 0.23KGS),SILICONES-PLATINUM,0.5
116922,SILICONE ADHESIVE 4905 CS:8 X 400 ML CART (8# 3.68KGS),SILICONES-PLATINUM,8
116981,SILICONE ADHESIVE 4905 DRUM UNIT (880# 399.16KGS),SILICONES-PLATINUM,880
137570A,SILICONE ADHESIVE 4910 5-GAL PART-A (40# 18.14KGS),SILICONES-PLATINUM,40
137570B,SILICONE ADHESIVE 4910 5-GAL PART-B (40# 18.14KGS),SILICONES-PLATINUM,40
137571,SILICONE ADHESIVE 4910 5-GAL UNIT (80# 36.28KGS),SILICONES-PLATINUM,80
137580A,SILICONE ADHESIVE 4910 55-GAL PART-A (440# 199.58KGS),SILICONES-PLATINUM,440
137580B,SILICONE ADHESIVE 4910 55-GAL PART-B (440# 199.58KGS),SILICONES-PLATINUM,440
137581,SILICONE ADHESIVE 4910 DRUM UNIT (880# 399.16KGS),SILICONES-PLATINUM,880
78190B,SILICONE CURING AGENT CA-5090 5-GAL (40# 18.14KGS),SILICONES-TIN,40
78100B,SILICONE CURING AGENT CA-5091 5-GAL (40# 18.14KGS),SILICONES-TIN,40
78290B,SILICONE CURING AGENT CA-5092 5-GAL (40# 18.14KGS),SILICONES-TIN,40
78120B,SILICONE CURING AGENT CA-5275 5-GAL (40# 18.14KGS),SILICONES-TIN,40
111960A,SILICONE GEL 4808 1-GAL PART-A (8# 3.63KGS),SILICONES-PLATINUM,8
111960B,SILICONE GEL 4808 1-GAL PART-B (8# 3.63KGS),SILICONES-PLATINUM,8
111961,SILICONE GEL 4808 1-GAL UNIT (16# 7.26KGS),SILICONES-PLATINUM,16
111970A,SILICONE GEL 4808 5-GAL PART-A (40# 18.14KGS),SILICONES-PLATINUM,40
111970B,SILICONE GEL 4808 5-GAL PART-B (40# 18.14KGS),SILICONES-PLATINUM,40
111971,SILICONE GEL 4808 5-GAL UNIT (80# 36.28KGS),SILICONES-PLATINUM,80
111944,SILICONE GEL 4808 CS:4 PINTS (8# 3.60KGS),SILICONES-PLATINUM,8
111940A,SILICONE GEL 4808 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
111940B,SILICONE GEL 4808 PINT PART-B (1# 0.45KGS),SILICONES-PLATINUM,1
111941,SILICONE GEL 4808 PINT UNIT (2# 0.90KGS),SILICONES-PLATINUM,2
122740A,SILICONE NPO 4004 PINT PART-A (1# 0.45KGS),SILICONES-PLATINUM,1
2540,SILICONE OIL 100 CST,EPOXIES AND EPOXY ADHESIVES,1.12
SWSCA-15,SILICONE PAINTING: REALISTIC FLESH TONES - J. GROVE,MISCELLANEOUS ACCESSORIES RAM,0.175
116160,SILICONE PIGMENT 4826 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
116170,SILICONE PIGMENT 4826 5-GAL (40# 18.14KGS),SILICONES-PLATINUM,40
116260,SILICONE PIGMENT 4827 1-GAL (8# 3.63KGS),MISCELLANEOUS,8
116270,SILICONE PIGMENT 4827 5-GAL (40# 18.14KGS),SILICONES-PLATINUM,40
82121,SILICONE POURABLE STARTER KIT (OOMOO) (5.1# 2.31KGS),OOMOO,5.1
82122,SILICONE POURABLE STARTER KIT: CS:6 (30.6# 13.86KGS),SILICONES-TIN,30.6
137270A,SILICONE PUTTY BLUE 40A (5 SEC) 5-GAL PART-A (50#),SILICONES-PLATINUM,50
137270B,SILICONE PUTTY BLUE 40A (5 SEC) 5-GAL PART-B (50#),SILICONES-PLATINUM,50
137271,SILICONE PUTTY BLUE 40A (5 SEC) 5-GAL UNIT (100#),SILICONES-PLATINUM,0
137370A,SILICONE PUTTY BROWN 25A (3-5 MIN) 5-GAL PART-A (50#),SILICONES-PLATINUM,50
137370B,SILICONE PUTTY BROWN 25A (3-5 MIN) 5-GAL PART-B (50#),SILICONES-PLATINUM,50
137371,SILICONE PUTTY BROWN 25A (3-5 MIN) 5-GALLON UNIT(100#),SILICONES-PLATINUM,0
78170A,SILICONE RUBBER GT-5090 BASE 5-GAL (45# 20.41KGS),SILICONES-TIN,45
78180A,SILICONE RUBBER GT-5091 BASE 400# DRUM (181.44KGS),SILICONES-TIN,400
78270A,SILICONE RUBBER GT-5091 BASE 5-GAL (45# 20.41KGS),SILICONES-TIN,45
78280A,SILICONE RUBBER GT-5092 BASE 400# DRUM (181.44KGS),SILICONES-TIN,400
81860A,SILICONE THINNER 1-GAL (8# 3.63KGS),SILICONES-PLATINUM,8
81870A,SILICONE THINNER 5-GAL (40# 18.14KGS),SILICONES-PLATINUM,40
81810A,SILICONE THINNER BAG IN A BOX TOTE (2200# 997.90KGS),SILICONES-PLATINUM,2200
81842,SILICONE THINNER CS:6 PINTS (5.4#  2.46KGS),SILICONES-PLATINUM,5.4
81880A,SILICONE THINNER DRUM (440# 199.58KGS),SILICONES-PLATINUM,440
81890A,SILICONE THINNER DRUM W/LINER (BD) (440# 199.58KGS),SILICONES-PLATINUM,440
81840A,SILICONE THINNER PINT (0.9#  0.41KGS),SILICONES-PLATINUM,0.9
81800A,SILICONE THINNER UN TOTE (2200# 997.9KGS),SILICONES-PLATINUM,2200
102144,SILICONE UN TOTE PRESSURE VALVE KIT,MISCELLANEOUS,15
112390,SILOMAX 7030 TOTE (1900# 861.83KGS),MISCELLANEOUS,1900
112391,SILOMAX PINT (0.70# 0.32KGS),MISCELLANEOUS,0.7
109693,SILVER GLASS GLITTER (1524001),BUDDY RHODES PRODUCTS,0
109515,SILVER MICA FLAKE (637007),BUDDY RHODES PRODUCTS,0
57360A,SIMPACT 60A 1-GAL PART-A (8# 3.63KGS),FLEXIBLE URETHANES,8
57360B,SIMPACT 60A 1-GAL PART-B (7.5# 3.40KGS),FLEXIBLE URETHANES,7.5
57361,SIMPACT 60A 1-GAL UNIT (15.5# 7.03KGS),FLEXIBLE URETHANES,15.5
57370A,SIMPACT 60A 5-GAL PART-A (40# 18.14KGS),FLEXIBLE URETHANES,40
57370B,SIMPACT 60A 5-GAL PART-B (37.5# 17.01KGS),FLEXIBLE URETHANES,37.5
57371,SIMPACT 60A 5-GAL UNIT (77.5# 35.15KGS),FLEXIBLE URETHANES,77.5
57380A,SIMPACT 60A 55-GAL PART-A (440# 199.58KGS),FLEXIBLE URETHANES,440
57380B,SIMPACT 60A 55-GAL PART-B (407# 184.61KGS),FLEXIBLE URETHANES,407
57391,SIMPACT 60A BAG BOX TOTE UNIT (4235# 1920.96KGS),FLEXIBLE URETHANES,4235
57344,SIMPACT 60A CS:4 PINT UNITS (7.76# 3.52KGS),FLEXIBLE URETHANES,7.76
101436,SIMPACT 60A CURED DISK (0.02KGS),SALES AND MARKETING MATERIAL,0.04
57381,SIMPACT 60A DRUM UNIT (847# 384.19KGS),FLEXIBLE URETHANES,847
57340A,SIMPACT 60A PINT PART-A (1# 0.45KGS),FLEXIBLE URETHANES,1
57340B,SIMPACT 60A PINT PART-B (0.94# 0.43KGS),FLEXIBLE URETHANES,0.94
57341,SIMPACT 60A PINT UNIT (1.94# 0.88KGS),FLEXIBLE URETHANES,1.94
57390A,SIMPACT 60A TOTE PART-A (2200# 997.9KGS),FLEXIBLE URETHANES,2200
57390B,SIMPACT 60A TOTE PART-B (2035# 923.06KGS),FLEXIBLE URETHANES,2035
101441,SIMPACT 60A&85A&SORTA-CLEAR 37 FLYER (*PI),SALES AND MARKETING MATERIAL,0.01
136460A,SIMPACT 80A 1-GAL PART-A (8# 3.63KGS),FLEXIBLE URETHANES,8
136460B,SIMPACT 80A 1-GAL PART-B (4.8# 2.18KGS),FLEXIBLE URETHANES,4.8
